Date,Садовый,Курортный,Степной,Лесной,Научный,Приморский,Северный,Западный,Таежный,Портовый,Алмазный,Полярный,Южный
14.11.2022,-9.74,16.68,3.13,-0.93,0.71,6.13,8.17,6.76,3.77,22.37,-1.65,6.08,9.83
15.11.2022,-11.74,17.38,2.74,-0.64,2.51,6.54,7.07,6.55,0.57,18.37,-5.95,6.38,7.54
16.11.2022,-14.54,17.88,-2.55,3.35,-2.98,3.74,4.58,3.35,-2.21,18.38,-3.55,4.58,5.94
17.11.2022,-13.84,18.38,-6.74,4.54,-3.68,3.95,2.08,0.24,-2.61,18.98,-2.45,2.28,7.75
18.11.2022,-13.34,15.78,-7.43,1.33,-0.58,7.56,0.59,2.63,-8.9,18.49,-0.25,1.48,8.26
19.11.2022,-8.84,11.58,-8.03,-0.86,-2.28,7.86,-0.8,5.03,-12.4,16.99,5.44,0.48,4.66
20.11.2022,-7.24,14.58,-3.22,0.72,-5.18,4.57,-1.99,1.32,-12.79,14.1,6.94,-1.11,6.87
21.11.2022,-9.65,15.18,-0.52,-1.37,-11.68,4.67,0.3,0.92,-17.59,8.6,8.05,-5.71,8.67
22.11.2022,-13.65,17.99,0.18,-4.18,-16.79,3.48,5.21,-0.18,-14.38,6.51,-0.24,-9.31,9.68
23.11.2022,-15.25,19.29,-1.9,-3.39,-17.69,2.79,6.41,1.2,-10.88,7.71,-3.04,-6.2,6.89
24.11.2022,-18.35,18.09,-10.9,-5.09,-15.19,1.69,4.82,0.5,-16.97,6.42,-2.94,-3.0,5.09
25.11.2022,-15.35,17.39,-10.49,-12.0,-15.59,1.7,2.52,-0.8,-19.87,7.92,-3.14,2.89,3.0
26.11.2022,-15.45,16.59,-9.69,-11.0,-16.29,2.5,4.53,-4.7,-18.56,9.13,-7.94,5.39,7.6
27.11.2022,-14.65,16.99,-6.68,-9.71,-14.49,0.11,3.73,-7.11,-17.26,10.43,-6.74,5.99,6.51
28.11.2022,-12.45,16.09,-6.77,-11.72,-7.69,-4.37,2.04,-8.92,-15.75,13.24,-7.94,2.49,5.12
29.11.2022,-15.05,16.89,-8.17,-8.92,-6.49,-0.17,-1.95,-11.52,-8.85,10.44,-10.74,5.89,6.72
30.11.2022,-13.35,17.29,-3.66,-5.83,-4.09,-0.66,-0.34,-13.53,-14.04,5.85,-12.54,5.59,5.03
01.12.2022,-10.55,15.79,-7.05,-4.54,-2.69,5.04,4.65,-14.94,-21.24,5.95,-11.74,4.99,5.64
02.12.2022,-6.25,11.49,-6.85,-1.94,-3.79,3.64,2.75,-12.14,-10.14,4.65,-7.14,1.69,6.54
03.12.2022,-9.95,9.3,-12.84,-1.25,-3.79,5.05,7.26,-13.25,-1.73,12.56,-6.94,1.19,0.55
04.12.2022,-9.75,10.6,-4.74,-4.55,-4.19,6.05,9.46,-8.45,-5.83,13.06,-12.94,1.29,1.85
05.12.2022,-5.66,12.5,-3.63,-5.26,-4.59,6.86,7.27,-9.16,-9.02,12.17,-9.53,-2.4,6.06
06.12.2022,-5.66,14.6,-15.92,-3.57,-3.69,4.37,5.77,-3.47,-7.32,18.87,-10.33,-1.9,4.67
07.12.2022,-6.46,15.0,-15.32,-2.47,-3.9,6.47,7.88,-5.47,-4.51,19.88,-13.83,5.79,5.57
08.12.2022,-8.36,13.5,-12.11,-2.18,-5.9,-3.51,7.48,-8.38,-10.51,21.48,-18.53,4.7,3.58
09.12.2022,-6.86,13.6,-6.11,-4.58,-4.8,-2.31,8.19,-4.78,-17.9,21.99,-16.53,0.6,2.68
10.12.2022,-4.36,16.1,-7.5,-5.69,-4.5,0.89,7.49,-3.29,-15.4,17.79,-13.23,-6.19,-0.7
11.12.2022,-5.16,17.8,-8.39,-3.5,-3.8,3.2,5.5,-6.5,-19.79,19.6,-11.03,-11.19,-5.89
12.12.2022,-6.46,14.7,-3.59,-2.8,-2.8,3.4,6.1,-7.4,-25.89,13.6,-16.03,-7.19,-6.29
13.12.2022,-4.46,13.6,-0.38,-2.31,-3.7,2.91,7.61,-13.01,-13.88,16.31,-19.13,-2.39,-6.18
14.12.2022,-4.16,11.1,1.31,-1.21,-4.0,3.11,8.31,-11.11,-17.08,17.11,-20.73,-2.39,1.41
15.12.2022,-4.36,8.71,-0.57,0.87,-3.9,4.92,7.32,-18.22,-18.67,14.72,-18.53,-5.19,-2.87
16.12.2022,-5.26,5.41,-0.76,-0.73,-8.6,4.93,8.32,-12.33,-27.27,17.32,-18.93,1.8,-4.36
17.12.2022,-2.86,5.61,-5.16,-1.43,-12.2,5.33,8.33,-14.03,-24.26,18.63,-18.13,2.2,-2.36
18.12.2022,-4.07,6.91,-6.35,-3.14,-13.8,9.44,7.23,-12.54,-24.16,16.83,-17.72,2.1,3.14
19.12.2022,-5.97,10.01,-2.34,-3.85,-13.0,6.95,7.84,-12.05,-28.15,17.54,-14.02,-4.09,3.35
20.12.2022,-5.17,12.51,1.65,-8.45,-11.5,6.05,8.74,-12.05,-28.85,17.84,-10.22,-1.39,3.15
21.12.2022,-9.27,17.01,3.86,-10.26,-13.5,4.36,5.75,-10.96,-18.64,10.85,-17.32,-0.19,4.36
22.12.2022,-12.77,16.81,4.56,-8.86,-9.2,2.96,3.95,-14.76,-7.34,15.15,-16.22,-0.29,5.16
23.12.2022,-16.67,18.51,2.07,-10.17,-9.81,-0.92,2.86,-9.27,-6.83,18.26,-13.02,-1.29,4.37
24.12.2022,-17.47,16.41,1.98,-7.38,-9.81,-4.71,-2.63,-6.58,-11.43,18.26,-15.22,-10.18,7.48
25.12.2022,-16.77,16.91,-0.41,-7.68,-12.61,-1.91,-1.72,-4.98,-13.12,15.77,-9.22,-16.38,5.58
26.12.2022,-18.97,17.52,-0.8,-7.29,-18.11,0.29,1.07,-5.49,-7.92,17.77,-11.52,-21.18,3.29
27.12.2022,-20.87,17.42,-15.0,-7.39,-18.21,1.29,2.27,-14.39,-7.22,13.27,-13.72,-19.08,5.79
28.12.2022,-18.67,17.02,-7.99,-7.8,-11.31,3.9,3.18,-17.1,-9.21,17.88,-14.02,-18.38,5.6
29.12.2022,-17.27,16.22,-3.28,-9.51,-5.81,7.61,3.28,-6.41,-10.51,9.38,-10.42,-25.58,5.41
30.12.2022,-12.87,15.92,-7.28,-1.91,-8.61,8.81,4.39,-4.71,-10.2,9.99,-0.92,-17.38,5.51
31.12.2022,-9.07,15.32,-4.07,-3.22,-10.21,9.32,4.89,-5.82,-5.6,10.59,-3.22,-4.98,5.52
