,Садовый,Курортный,Степной,Лесной,Научный,Приморский,Северный,Западный,Таежный,Портовый,Алмазный,Полярный,Южный,Date,Month,Year
154,18.19917,27.857056,25.998425,15.08759,9.854493,26.66833,28.314703,11.178156,11.353525,26.334578,26.039743,18.541498,21.693216,4,June,2023
155,19.77169,26.130854,25.182487,15.917904,9.495177,26.88338,28.172522,11.972871,12.487609,31.579552,28.122744,13.176174,22.659838,5,June,2023
156,18.958414,26.263237,24.334015,15.861547,9.310992,27.933325,28.754662,14.130366,12.666228,27.919228,24.357313,9.993375,23.30899,6,June,2023
157,17.114307,26.04106,21.478828,15.606111,9.669225,28.143738,23.582731,14.787903,15.174153,27.852371,24.160229,11.83603,22.905756,7,June,2023
158,16.304705,30.247055,21.27531,17.72222,9.370223,29.441854,21.806864,10.897353,12.851185,28.659096,26.655857,14.372388,22.72625,8,June,2023
159,13.796914,27.991396,22.58013,12.750959,11.625382,26.478188,22.671501,14.085041,15.53508,27.949932,24.592005,11.746513,25.702484,9,June,2023
160,10.01731,28.157059,26.949478,9.432463,12.486064,25.01261,18.938501,17.918848,17.110023,27.869926,27.74498,10.359924,27.113178,10,June,2023
161,8.232086,27.489042,24.381138,12.664264,12.614126,22.108715,20.601671,18.047821,18.955084,27.77957,30.822224,13.958093,28.024544,11,June,2023
162,8.411807,24.682152,23.995525,15.293966,11.785106,18.658075,21.358116,13.789238,20.051764,25.201845,32.5452,16.015085,27.176031,12,June,2023
163,8.6456785,22.17892,22.975733,18.096642,12.588854,18.302687,20.843115,10.663253,16.471588,26.02948,29.411163,9.059734,29.4445,13,June,2023
164,9.035634,20.428694,20.265377,15.119818,11.253302,22.907701,19.738707,10.387444,15.395859,27.04601,29.317747,9.017071,31.059149,14,June,2023
